Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,31.980000,31.980000,31.100000,31.280001,10.666033,112855
2002-07-02,31.600000,31.600000,31.240000,31.440001,10.720589,151425
2002-07-03,31.400000,32.160000,31.400000,31.830000,10.853575,161135
2002-07-04,32.000000,32.150002,31.750000,32.090000,10.942229,125250
2002-07-05,32.099998,32.650002,31.600000,32.470001,11.071806,245415
2002-07-08,32.799999,32.959999,32.000000,32.450001,11.064984,135815
2002-07-09,32.599998,32.750000,32.450001,32.669998,11.139998,36755
2002-07-10,31.020000,32.500000,31.020000,32.310001,11.017248,32990
2002-07-11,32.270000,32.270000,32.000000,32.040001,10.925180,21575
2002-07-12,31.000000,32.580002,31.000000,32.299999,11.013836,19520
2002-07-15,32.669998,32.799999,32.130001,32.369999,11.037706,14855
2002-07-16,32.750000,32.750000,32.209999,32.590000,11.112723,24380
2002-07-17,32.000000,32.599998,32.000000,32.549999,11.099083,10275
2002-07-18,31.799999,31.799999,30.200001,30.450001,13.491698,37435
2002-07-19,30.830000,30.879999,28.799999,29.190001,12.933425,58715
2002-07-22,28.000000,28.799999,26.719999,27.030001,11.976376,206435
2002-07-23,26.580000,26.580000,24.799999,25.120001,11.130101,323080
2002-07-24,25.219999,25.799999,25.049999,25.530001,11.311760,144915
2002-07-25,27.400000,27.400000,25.190001,25.299999,11.209855,113515
2002-07-26,25.100000,25.500000,25.000000,25.170000,11.152252,106795
2002-07-29,25.590000,26.360001,25.000000,25.940001,11.493422,105250
2002-07-30,26.090000,26.590000,26.000000,26.030001,11.533300,93360
2002-07-31,26.290001,26.290001,25.740000,25.820000,11.440251,41370
2002-08-01,25.809999,25.990000,25.700001,25.910000,11.480128,20870
2002-08-02,25.600000,25.799999,25.400000,25.480000,11.289606,21180
2002-08-05,25.799999,25.799999,24.799999,24.900000,11.032619,64640
2002-08-06,24.799999,25.100000,24.799999,24.990000,11.072500,66420
2002-08-07,25.750000,25.750000,24.840000,24.980000,11.068068,40275
2002-08-08,25.090000,25.090000,24.500000,24.610001,10.904129,26620
2002-08-09,24.219999,24.780001,24.000000,24.559999,10.881976,22490
2002-08-12,24.240000,24.600000,24.240000,24.379999,10.802223,13340
2002-08-13,24.430000,24.639999,24.400000,24.500000,10.855391,10100
2002-08-14,24.799999,24.980000,24.200001,24.590000,10.895267,16375
2002-08-15,null,null,null,null,null,null
2002-08-16,24.780001,25.000000,24.549999,24.920000,11.041484,5960
2002-08-19,25.000000,25.000000,24.500000,24.580000,10.890837,12630
2002-08-20,24.600000,24.600000,24.000000,24.090000,10.673729,39425
2002-08-21,24.680000,24.680000,24.299999,24.330000,10.780069,12230
2002-08-22,24.700001,24.700001,24.450001,24.500000,10.855391,8345
2002-08-23,24.600000,24.799999,24.600000,24.700001,10.944007,11125
2002-08-26,24.980000,25.000000,24.450001,24.670000,10.930715,22250
2002-08-27,24.959999,24.959999,24.360001,24.520000,10.864252,12050
2002-08-28,24.799999,24.799999,24.360001,24.480000,10.846528,15390
2002-08-29,24.209999,24.600000,24.209999,24.370001,10.797791,12355
2002-08-30,24.200001,24.600000,24.200001,24.260000,10.749051,16400
2002-09-02,24.750000,24.760000,24.340000,24.590000,10.895267,3520
2002-09-03,24.590000,24.590000,24.200001,24.219999,10.731330,18285
2002-09-04,24.010000,24.400000,24.010000,24.299999,10.766776,6980
2002-09-05,24.000000,24.200001,23.930000,23.990000,10.629422,64800
2002-09-06,24.000000,24.000000,23.680000,23.809999,10.549667,21175
2002-09-09,23.700001,23.700001,23.240000,23.370001,10.354712,12500
2002-09-10,null,null,null,null,null,null
2002-09-11,23.600000,23.600000,23.120001,23.410000,10.372437,11450
2002-09-12,23.290001,23.500000,23.040001,23.270000,10.310407,22515
2002-09-13,23.400000,23.400000,22.870001,22.969999,10.177483,99660
2002-09-16,22.799999,22.889999,22.250000,22.270000,9.867331,117150
2002-09-17,22.200001,22.760000,22.200001,22.299999,9.880622,30405
2002-09-18,22.219999,22.400000,22.000000,22.090000,9.787576,40725
2002-09-19,21.629999,22.100000,21.000000,21.059999,9.331205,56480
2002-09-20,21.000000,21.799999,21.000000,21.700001,9.614777,18480
2002-09-23,22.000000,22.000000,21.700001,21.799999,9.659082,18285
2002-09-24,21.920000,21.920000,20.809999,20.940001,9.278036,31855
2002-09-25,20.799999,21.780001,20.799999,21.719999,9.623635,12965
2002-09-26,22.170000,22.200001,21.600000,21.730000,9.628066,24560
2002-09-27,22.190001,22.200001,21.790001,22.150000,9.814158,19360
2002-09-30,22.000000,22.000000,21.400000,21.590000,9.566037,32955
2002-10-01,21.799999,21.799999,20.799999,21.350000,9.459699,10690
2002-10-02,null,null,null,null,null,null
2002-10-03,21.200001,21.850000,21.200001,21.570000,9.557176,9660
2002-10-04,21.750000,21.750000,21.450001,21.570000,9.557176,5030
2002-10-07,21.600000,21.930000,21.510000,21.830000,9.672375,4955
2002-10-08,21.959999,22.020000,21.400000,21.459999,9.508435,18135
2002-10-09,21.889999,21.889999,21.219999,21.370001,9.468561,8170
2002-10-10,21.340000,21.600000,21.230000,21.330000,9.450835,7315
2002-10-11,21.500000,21.740000,21.400000,21.650000,9.592620,1800
2002-10-14,21.900000,21.900000,21.600000,21.680000,9.605912,10500
2002-10-15,null,null,null,null,null,null
2002-10-16,21.700001,21.799999,21.030001,21.209999,9.397668,9955
2002-10-17,21.400000,21.750000,21.160000,21.549999,9.548313,15910
2002-10-18,21.299999,21.400000,21.100000,21.160000,9.375512,14600
2002-10-21,21.240000,21.670000,21.209999,21.600000,9.570468,20515
2002-10-22,21.299999,21.400000,21.000000,21.049999,9.326774,9830
2002-10-23,21.049999,21.400000,21.049999,21.330000,9.450835,4265
2002-10-24,21.780001,21.799999,20.900000,21.160000,9.375512,9120
2002-10-25,21.000000,21.270000,20.900000,20.959999,9.286897,8370
2002-10-28,20.799999,21.180000,20.559999,20.610001,9.131820,46260
2002-10-29,20.980000,21.190001,20.400000,20.450001,9.060929,38740
2002-10-30,20.620001,20.620001,20.299999,20.360001,9.021050,18245
2002-10-31,20.410000,20.410000,20.139999,20.190001,8.945729,35025
2002-11-01,20.200001,20.200001,19.820000,20.180000,8.941298,36135
2002-11-04,20.809999,20.809999,20.000000,20.180000,8.941298,30300
2002-11-05,20.030001,20.400000,20.030001,20.230000,8.963449,4855
2002-11-06,null,null,null,null,null,null
2002-11-07,20.400000,20.600000,20.250000,20.400000,9.038773,12320
2002-11-08,20.020000,20.290001,20.010000,20.150000,8.928005,9925
2002-11-11,20.200001,20.320000,20.000000,20.049999,8.883698,12315
2002-11-12,20.200001,20.200001,19.900000,19.959999,8.843819,12715
2002-11-13,20.400000,20.400000,19.900000,20.200001,8.950159,7115
2002-11-14,20.400000,20.400000,20.000000,20.080000,8.896991,10600
2002-11-15,20.600000,20.600000,20.000000,20.100000,8.905851,15545
2002-11-18,20.230000,20.400000,20.010000,20.240000,8.967883,9835
2002-11-19,null,null,null,null,null,null
2002-11-20,20.840000,20.840000,20.100000,20.250000,8.972313,11000
2002-11-21,20.469999,20.480000,20.200001,20.250000,8.972313,28460
2002-11-22,20.219999,20.260000,20.000000,20.040001,8.879268,33675
2002-11-25,20.120001,20.240000,19.900000,20.180000,8.941298,23425
2002-11-26,20.120001,20.150000,19.930000,19.959999,8.843819,53220
2002-11-27,20.010000,20.139999,19.910000,19.990000,8.857114,29785
2002-11-28,20.010000,20.100000,19.500000,19.700001,8.728621,67485
2002-11-29,20.190001,20.240000,19.870001,20.020000,8.870406,28080
2002-12-02,20.200001,20.500000,20.100000,20.350000,9.016621,76970
2002-12-03,20.400000,20.500000,20.000000,20.080000,8.896991,33995
2002-12-04,20.160000,20.200001,20.070000,20.180000,8.941298,54430
2002-12-05,20.250000,20.400000,20.070000,20.250000,8.972313,74905
2002-12-06,20.420000,20.420000,20.059999,20.120001,8.914713,29305
2002-12-09,20.250000,20.250000,20.049999,20.139999,8.923574,27475
2002-12-10,20.000000,20.200001,20.000000,20.160000,8.932436,12580
2002-12-11,20.200001,20.250000,20.040001,20.129999,8.919143,26815
2002-12-12,20.049999,20.190001,20.049999,20.090000,8.901422,15005
2002-12-13,20.080000,20.170000,19.920000,20.070000,8.892560,25290
2002-12-16,19.920000,20.200001,19.500000,19.549999,8.662158,46500
2002-12-17,19.900000,19.900000,19.240000,19.389999,8.591266,87980
2002-12-18,19.540001,19.540001,19.250000,19.340000,8.569113,65700
2002-12-19,19.440001,19.440001,19.219999,19.299999,8.551390,23365
2002-12-20,19.000000,19.400000,18.379999,19.370001,8.582404,50745
2002-12-23,19.200001,19.400000,19.200001,19.360001,8.577973,18875
2002-12-24,19.299999,19.379999,19.280001,19.370001,8.582404,23870
2002-12-25,null,null,null,null,null,null
2002-12-26,19.299999,19.400000,19.200001,19.340000,8.569113,32350
2002-12-27,19.400000,19.400000,19.250000,19.299999,8.551390,19620
2002-12-30,19.400000,19.400000,19.100000,19.160000,8.489360,30965
2002-12-31,19.010000,19.400000,18.600000,19.219999,8.515943,50180
2003-01-01,19.299999,19.379999,19.110001,19.309999,8.555820,26600
2003-01-02,19.200001,19.389999,19.040001,19.100000,8.462774,57735
2003-01-03,19.370001,19.370001,18.930000,19.020000,8.427329,71405
2003-01-06,19.100000,19.190001,18.799999,18.870001,8.360868,56945
2003-01-07,18.870001,19.070000,18.809999,18.940001,8.391881,21240
2003-01-08,18.950001,19.250000,18.940001,19.139999,8.480497,15410
2003-01-09,19.400000,19.530001,19.200001,19.400000,8.595697,36175
2003-01-10,19.500000,19.940001,19.400000,19.520000,8.648868,54720
2003-01-13,19.600000,19.850000,19.299999,19.410000,8.600127,48315
2003-01-14,19.480000,19.629999,19.309999,19.370001,8.582404,19935
2003-01-15,19.400000,19.400000,19.230000,19.260000,8.533667,35750
2003-01-16,19.400000,19.400000,19.150000,19.209999,8.511513,21740
2003-01-17,19.379999,19.389999,18.950001,19.020000,8.427329,32490
2003-01-20,19.020000,19.150000,18.830000,19.000000,8.418467,41625
2003-01-21,19.200001,19.280001,18.850000,18.910000,8.378591,21260
2003-01-22,19.150000,19.180000,18.920000,19.030001,8.431759,23225
2003-01-23,18.809999,19.139999,18.799999,18.990000,8.414035,26825
2003-01-24,19.049999,19.049999,18.500000,18.600000,8.241236,24085
2003-01-27,19.000000,19.000000,18.420000,18.480000,8.188066,53430
2003-01-28,18.520000,18.760000,18.030001,18.219999,8.072865,72370
2003-01-29,18.219999,18.379999,18.000000,18.190001,8.059577,57675
2003-01-30,17.940001,18.309999,17.940001,18.080000,8.010836,39430
2003-01-31,18.370001,18.370001,17.600000,17.690001,7.838035,48490
2003-02-03,18.000000,18.200001,17.600000,17.809999,7.891206,88230
2003-02-04,17.900000,17.900000,17.400000,17.480000,7.744989,24320
2003-02-05,17.549999,17.549999,17.100000,17.120001,7.585481,51725
2003-02-06,17.100000,17.260000,17.010000,17.160000,7.603204,26045
2003-02-07,17.379999,17.379999,17.000000,17.049999,7.554465,25455
2003-02-10,17.000000,17.100000,16.900000,16.930000,7.501295,20055
2003-02-11,16.730000,16.969999,16.540001,16.639999,7.372805,51765
2003-02-12,16.500000,16.580000,16.299999,16.540001,7.328497,20385
2003-02-13,null,null,null,null,null,null
2003-02-14,16.389999,16.389999,16.020000,16.139999,7.151265,27970
2003-02-17,16.469999,16.770000,16.320000,16.719999,7.408250,23220
2003-02-18,16.799999,17.150000,16.600000,16.900000,7.488004,24425
2003-02-19,16.950001,17.180000,16.799999,17.160000,7.603204,14660
2003-02-20,17.000000,17.379999,17.000000,17.190001,7.616497,16270
2003-02-21,17.190001,17.350000,17.000000,17.080000,7.567759,15365
2003-02-24,17.200001,17.400000,17.100000,17.270000,7.651944,15940
2003-02-25,17.219999,17.389999,17.139999,17.170000,7.607636,12660
2003-02-26,17.209999,17.379999,17.129999,17.230000,7.634220,19670
2003-02-27,16.910000,17.600000,16.910000,17.389999,7.705113,11425
2003-02-28,17.799999,18.200001,17.600000,17.639999,7.815882,55905
2003-03-03,17.820000,17.959999,17.620001,17.799999,7.886773,22220
2003-03-04,17.420000,17.520000,17.320000,17.389999,7.705113,13930
2003-03-05,17.200001,17.360001,17.020000,17.180000,7.612066,9185
2003-03-06,17.200001,17.200001,16.889999,17.000000,7.532313,8890
2003-03-07,17.010000,17.010000,16.629999,16.830000,7.456988,11450
2003-03-10,16.900000,16.900000,16.420000,16.480000,7.301912,6950
2003-03-11,16.200001,16.500000,16.200001,16.350000,7.244312,14910
2003-03-12,16.420000,16.639999,16.219999,16.280001,7.213295,20035
2003-03-13,16.299999,16.400000,16.150000,16.299999,7.222157,11525
2003-03-14,null,null,null,null,null,null
2003-03-17,16.030001,16.309999,16.030001,16.080000,7.124682,26220
2003-03-18,null,null,null,null,null,null
2003-03-19,16.280001,16.420000,16.100000,16.209999,7.182281,12645
2003-03-20,17.360001,17.360001,16.000000,16.549999,7.332927,26210
2003-03-21,16.799999,16.900000,16.400000,16.820000,7.452559,26980
2003-03-24,16.410000,16.480000,16.200001,16.209999,7.182281,28490
2003-03-25,16.030001,16.490000,16.030001,16.230000,7.191144,22245
2003-03-26,16.230000,16.360001,16.010000,16.129999,7.146836,48750
2003-03-27,16.100000,16.290001,15.900000,15.930000,7.058219,36745
2003-03-28,16.000000,16.150000,15.820000,15.990000,7.084805,43945
2003-03-31,16.000000,16.000000,15.620000,15.710000,6.960743,26835
2003-04-01,15.600000,15.900000,15.350000,15.370000,6.810097,31465
2003-04-02,15.600000,15.600000,15.230000,15.280000,6.770219,48295
2003-04-03,15.600000,16.000000,15.600000,15.960000,7.071511,13785
2003-04-04,15.900000,16.520000,15.900000,16.459999,7.293050,18555
2003-04-07,16.600000,17.000000,16.600000,16.850000,7.465852,30165
2003-04-08,16.799999,18.150000,16.799999,17.490000,7.749420,39285
2003-04-09,17.500000,17.700001,17.200001,17.360001,7.691819,35645
2003-04-10,17.389999,17.480000,17.010000,17.309999,7.669666,21525
2003-04-11,17.250000,17.559999,17.100000,17.280001,7.656374,17215
2003-04-14,null,null,null,null,null,null
2003-04-15,17.379999,17.379999,16.760000,16.809999,7.448128,8630
2003-04-16,17.090000,17.180000,16.809999,16.889999,7.483574,14355
2003-04-17,16.900000,16.930000,16.450001,16.770000,7.430405,13015
2003-04-18,null,null,null,null,null,null
2003-04-21,16.959999,17.100000,16.809999,16.980000,7.523449,9545
2003-04-22,17.190001,17.190001,16.799999,16.940001,7.505727,12430
2003-04-23,17.049999,17.110001,17.000000,17.030001,7.545606,10375
2003-04-24,17.080000,17.280001,17.049999,17.200001,7.620926,25610
2003-04-25,16.940001,17.280001,16.930000,17.160000,7.603204,15660
2003-04-28,17.020000,17.350000,17.020000,17.250000,7.643082,11450
2003-04-29,16.200001,17.000000,16.000000,16.469999,7.297481,65580
2003-04-30,16.920000,17.000000,15.600000,15.680000,6.947450,66880
2003-05-01,null,null,null,null,null,null
2003-05-02,15.800000,15.800000,15.250000,15.450000,6.845543,96630
2003-05-05,16.000000,16.000000,15.400000,15.660000,6.938588,73150
2003-05-06,15.980000,15.980000,15.740000,15.920000,7.053790,17200
2003-05-07,15.980000,16.000000,15.870000,15.900000,7.044927,20150
2003-05-08,16.000000,16.000000,15.820000,15.910000,7.049359,13400
2003-05-09,15.800000,16.000000,15.740000,16.000000,7.089236,26060
2003-05-12,16.000000,16.049999,15.800000,15.830000,7.013913,13035
2003-05-13,15.800000,16.000000,15.730000,15.860000,7.027204,28485
2003-05-14,16.000000,16.500000,15.870000,16.180000,7.168989,106310
2003-05-15,16.200001,16.200001,16.000000,16.129999,7.146836,122055
2003-05-16,16.200001,16.400000,16.100000,16.150000,7.155696,96050
2003-05-19,16.200001,16.200001,16.000000,16.040001,7.106958,52820
2003-05-20,16.180000,16.200001,16.010000,16.170000,7.164558,17965
2003-05-21,16.190001,16.200001,15.900000,16.150000,7.155696,71585
2003-05-22,16.150000,16.150000,15.900000,15.920000,7.053790,44140
2003-05-23,16.100000,16.100000,15.720000,15.760000,6.982898,40235
2003-05-26,16.139999,16.299999,15.790000,16.180000,7.168989,209175
2003-05-27,16.320000,17.799999,16.320000,17.020000,7.541174,297015
2003-05-28,17.400000,17.400000,15.200000,16.040001,7.106958,620410
2003-05-29,16.900000,17.020000,16.500000,16.750000,7.421545,113805
